Coop,Society,Producer,ProducerID,Field ID,Field,FIELD Size,DOBProducer,FarmerGender,NationalId,PurchasingClerkCard,PhoneNumber,Hhsize,NumberChildren,HHAssessed
Aboma,Brookside Society,Priya Kim,ABM-0073,ABM-0073-F2,Field 2,3.33,2000,Female,,,,,,
Aboma,Northfield Society,Arjun Haddad,ABM-0074,ABM-0074-F1,Field 1,4.23,1960,Male,,,+1533747682,7,4,
Aboma,Riverside Society,Noah Andersson,ABM-0075,ABM-0075-F1,Field 1,1.41,1974,Male,NID-363875152-1,,+1557278436,4,5,
Aboma,Riverside Society,Noah Andersson,ABM-0075,ABM-0075-F2,Field 2,2.13,1974,Male,,,,,,
Aboma,Greenvale Society,Daniel Rossi,ABM-0076,ABM-0076-F1,Field 1,2.50,1994,Male,,,,7,3,
Aboma,Northfield Society,Omar Garcia,ABM-0077,ABM-0077-F1,Field 1,3.49,1965,Male,NID-013460671-7,,,2,3,
Aboma,Brookside Society,Priya Khan,ABM-0078,ABM-0078-F1,Field 1,1.22,1969,Female,NID-838763923-9,,,10,4,
Aboma,Brookside Society,Priya Khan,ABM-0078,ABM-0078-F2,Field 2,0.79,1969,Female,,,,,,
Aboma,Eastwood Society,Lucas Larsen,ABM-0079,ABM-0079-F1,Field 1,2.55,1994,Male,NID-646186318-4,,,5,3,
Aboma,Brookside Society,Mateo Nguyen,ABM-0080,ABM-0080-F1,Field 1,1.63,1993,Male,,,,5,1,
Aboma,Brookside Society,Arjun Rossi,ABM-0081,ABM-0081-F1,Field 1,3.23,1985,Male,NID-645350009-2,,+1776838943,6,6,Yes
Aboma,Brookside Society,Lucia Reyes,ABM-0082,ABM-0082-F1,Field 1,2.45,1972,Female,NID-446554178-4,,,3,3,
Aboma,Brookside Society,Lucia Reyes,ABM-0082,ABM-0082-F2,Field 2,0.74,1972,Female,,,,,,
Aboma,Northfield Society,Noah Dubois,ABM-0083,ABM-0083-F1,Field 1,3.73,1979,Male,NID-571758570-2,,,2,3,
Aboma,Northfield Society,Lucas Nguyen,ABM-0084,ABM-0084-F1,Field 1,3.81,1963,Male,NID-306122301-8,,+1393090763,2,2,Yes
Aboma,Northfield Society,Lucas Nguyen,ABM-0084,ABM-0084-F2,Field 2,0.63,1963,Male,,,,,,
Aboma,Eastwood Society,Arjun Andersson,ABM-0085,ABM-0085-F1,Field 1,1.86,1966,Male,NID-947252038-5,,,4,5,
Aboma,Eastwood Society,Arjun Andersson,ABM-0085,ABM-0085-F2,Field 2,2.01,1966,Male,,,,,,
Aboma,Brookside Society,Lucas Ivanov,ABM-0086,ABM-0086-F1,Field 1,4.73,1960,Male,NID-201072681-7,,+1848941531,8,5,Yes
Aboma,Brookside Society,Lucas Ivanov,ABM-0086,ABM-0086-F2,Field 2,1.97,1960,Male,,,,,,
Aboma,Greenvale Society,Lucas Costa,ABM-0087,ABM-0087-F1,Field 1,3.76,1969,Male,NID-696889684-5,,,8,6,
Aboma,Eastwood Society,James Costa,ABM-0088,ABM-0088-F1,Field 1,3.35,1983,Male,,,+1156086478,6,1,No
Aboma,Eastwood Society,Liam Wang,ABM-0089,ABM-0089-F1,Field 1,1.19,1960,Male,NID-901236031-2,,+1236120500,10,5,Yes
Aboma,Brookside Society,Omar Fischer,ABM-0090,ABM-0090-F1,Field 1,4.34,1987,Male,,,+1606664694,10,6,
Aboma,Brookside Society,Omar Fischer,ABM-0090,ABM-0090-F2,Field 2,1.16,1987,Male,,,,,,
Aboma,Northfield Society,Mei Rossi,ABM-0091,ABM-0091-F1,Field 1,4.95,1960,Female,NID-236639659-6,,+1283576074,2,2,Yes
Aboma,Brookside Society,Liam Wang,ABM-0092,ABM-0092-F1,Field 1,3.97,1997,Male,NID-041803384-7,,+1672975641,10,6,
Aboma,Brookside Society,Liam Wang,ABM-0092,ABM-0092-F2,Field 2,0.92,1997,Male,,,,,,
Aboma,Brookside Society,Mateo Patel,ABM-0093,ABM-0093-F1,Field 1,0.86,1995,Male,,,,7,1,
Aboma,Eastwood Society,Mateo Rossi,ABM-0094,ABM-0094-F1,Field 1,3.32,1995,Male,,,,8,5,
Aboma,Riverside Society,Daniel Santos,ABM-0095,ABM-0095-F1,Field 1,1.01,1968,Male,NID-787721570-2,,+1504414358,3,3,Yes
Aboma,Riverside Society,Noah Dubois,ABM-0096,ABM-0096-F1,Field 1,2.22,1966,Male,NID-228897013-2,,,2,2,
Aboma,Riverside Society,Noah Dubois,ABM-0096,ABM-0096-F2,Field 2,2.79,1966,Male,,,,,,
Aboma,Riverside Society,Noah Santos,ABM-0097,ABM-0097-F1,Field 1,1.13,1995,Male,,,+1971717493,2,1,
Aboma,Riverside Society,Noah Santos,ABM-0097,ABM-0097-F2,Field 2,3.75,1995,Male,,,,,,
Aboma,Eastwood Society,Liam Wang,ABM-0098,ABM-0098-F1,Field 1,2.78,1989,Male,NID-264280495-9,,+1298883614,4,1,
Aboma,Eastwood Society,Liam Wang,ABM-0098,ABM-0098-F2,Field 2,4.20,1989,Male,,,,,,
Aboma,Northfield Society,James Garcia,ABM-0099,ABM-0099-F1,Field 1,2.22,1974,Male,NID-345718472-2,,,7,3,
Aboma,Northfield Society,James Garcia,ABM-0099,ABM-0099-F2,Field 2,3.19,1974,Male,,,,,,
Aboma,Northfield Society,David Smith,ABM-0100,ABM-0100-F1,Field 1,1.90,1976,Male,NID-135782994-8,,+1940374757,8,3,
Aboma,Northfield Society,David Smith,ABM-0100,ABM-0100-F2,Field 2,1.43,1976,Male,,,,,,
Aboma,Northfield Society,Lucas Novak,ABM-0101,ABM-0101-F1,Field 1,2.94,1977,Male,,,+1902167378,8,5,No
Aboma,Northfield Society,Anna Garcia,ABM-0102,ABM-0102-F1,Field 1,3.32,1961,Female,NID-832140406-3,,+1740931167,3,2,Yes
Aboma,Northfield Society,Anna Garcia,ABM-0102,ABM-0102-F2,Field 2,4.91,1961,Female,,,,,,
Aboma,Greenvale Society,Elena Fischer,ABM-0103,ABM-0103-F1,Field 1,4.66,1993,Female,NID-750780617-6,,,7,6,
Aboma,Greenvale Society,Elena Fischer,ABM-0103,ABM-0103-F2,Field 2,1.10,1993,Female,,,,,,
Aboma,Eastwood Society,Noah Kim,ABM-0104,ABM-0104-F1,Field 1,2.11,1999,Male,NID-102093785-6,,+1746984763,1,6,
Aboma,Eastwood Society,Aisha Muller,ABM-0105,ABM-0105-F1,Field 1,4.44,1960,Female,,,+1205195772,8,6,
Aboma,Eastwood Society,Aisha Muller,ABM-0105,ABM-0105-F2,Field 2,3.50,1960,Female,,,,,,
Aboma,Brookside Society,James Muller,ABM-0106,ABM-0106-F1,Field 1,1.17,1962,Male,NID-208926067-4,,+1686978312,2,4,Yes
Aboma,Northfield Society,Omar Nguyen,ABM-0107,ABM-0107-F1,Field 1,1.00,1981,Male,,,+1504000455,9,1,
Aboma,Riverside Society,Chen Garcia,ABM-0108,ABM-0108-F1,Field 1,3.29,1985,Male,,,+1701915830,2,0,
Aboma,Riverside Society,Chen Dubois,ABM-0109,ABM-0109-F1,Field 1,1.59,1989,Male,NID-894205061-3,,+1135394683,10,2,
Aboma,Greenvale Society,Daniel Fischer,ABM-0110,ABM-0110-F1,Field 1,1.34,1996,Male,NID-493564026-4,,+1634255129,6,5,
Aboma,Eastwood Society,Chen Novak,ABM-0111,ABM-0111-F1,Field 1,1.11,1964,Male,NID-730402170-9,,+1602829664,5,0,
Aboma,Greenvale Society,James Larsen,ABM-0112,ABM-0112-F1,Field 1,0.64,1992,Male,NID-076005835-2,,+1348041164,3,5,
Aboma,Greenvale Society,James Larsen,ABM-0112,ABM-0112-F2,Field 2,2.00,1992,Male,,,,,,
Aboma,Brookside Society,Fatima Smith,ABM-0113,ABM-0113-F1,Field 1,0.99,1983,Female,NID-255577278-0,,+1560366001,5,6,Yes
Aboma,Riverside Society,Arjun Khan,ABM-0114,ABM-0114-F1,Field 1,4.81,2000,Male,NID-192480637-4,,+1894550186,5,2,No
Aboma,Riverside Society,Arjun Khan,ABM-0114,ABM-0114-F2,Field 2,4.54,2000,Male,,,,,,
Aboma,Greenvale Society,Lucas Khan,ABM-0115,ABM-0115-F1,Field 1,3.95,1991,Male,,,+1848176757,6,3,No
Aboma,Greenvale Society,Lucas Khan,ABM-0115,ABM-0115-F2,Field 2,4.45,1991,Male,,,,,,
Aboma,Northfield Society,David Nguyen,ABM-0116,ABM-0116-F1,Field 1,2.45,1974,Male,,,+1170425299,9,5,
Aboma,Northfield Society,David Nguyen,ABM-0116,ABM-0116-F2,Field 2,0.63,1974,Male,,,,,,
Aboma,Greenvale Society,Mateo Khan,ABM-0117,ABM-0117-F1,Field 1,2.68,1979,Male,,,+1718408518,2,3,
Aboma,Greenvale Society,Mateo Khan,ABM-0117,ABM-0117-F2,Field 2,4.49,1979,Male,,,,,,
Aboma,Riverside Society,Lucas Ivanov,ABM-0118,ABM-0118-F1,Field 1,3.51,1989,Male,,,,3,4,
Aboma,Riverside Society,Lucas Ivanov,ABM-0118,ABM-0118-F2,Field 2,3.59,1989,Male,,,,,,
Aboma,Brookside Society,Liam Santos,ABM-0119,ABM-0119-F1,Field 1,3.83,1968,Male,NID-593113911-7,,+1734261439,3,3,No
Ayekoo,Palmgrove Society,Fatima Garcia,AYK-0001,AYK-0001-F1,Field 1,3.70,1966,Female,,,+1829107708,7,4,Yes
Ayekoo,Eastwood Society,Maria Wang,AYK-0002,AYK-0002-F1,Field 1,0.64,1973,Female,NID-942888532-0,,,9,3,
Ayekoo,Palmgrove Society,Sofia Khan,AYK-0003,AYK-0003-F1,Field 1,3.91,1976,Female,NID-418143035-9,,,7,5,Yes
Ayekoo,Eastwood Society,Daniel Nguyen,AYK-0004,AYK-0004-F1,Field 1,4.52,1983,Male,,,+1630450063,2,0,
Ayekoo,Meadowbrook Society,Noah Ivanov,AYK-0005,AYK-0005-F1,Field 1,1.29,1985,Male,,,,6,6,Yes
Ayekoo,Meadowbrook Society,Mei Reyes,AYK-0006,AYK-0006-F1,Field 1,1.06,1983,Female,NID-377974898-1,,,3,1,Yes
Ayekoo,Palmgrove Society,Mei Kim,AYK-0007,AYK-0007-F1,Field 1,3.58,1979,Female,NID-386518466-7,,+1115035622,5,6,No
Ayekoo,Palmgrove Society,Mei Kim,AYK-0007,AYK-0007-F2,Field 2,2.79,1979,Female,,,,,,
Ayekoo,Meadowbrook Society,Arjun Muller,AYK-0008,AYK-0008-F1,Field 1,1.41,1989,Male,NID-383744345-1,,,1,5,No
Ayekoo,Meadowbrook Society,Arjun Muller,AYK-0008,AYK-0008-F2,Field 2,0.64,1989,Male,,,,,,
Ayekoo,Eastwood Society,Omar Dubois,AYK-0009,AYK-0009-F1,Field 1,4.11,1975,Male,NID-015597315-0,,+1921548749,9,5,Yes
Ayekoo,Eastwood Society,Omar Dubois,AYK-0009,AYK-0009-F2,Field 2,1.71,1975,Male,,,,,,
Ayekoo,Eastwood Society,Arjun Ivanov,AYK-0010,AYK-0010-F1,Field 1,2.43,1990,Male,NID-669270050-5,,+1429506713,1,5,Yes
Ayekoo,Eastwood Society,Daniel Novak,AYK-0011,AYK-0011-F1,Field 1,2.44,1977,Male,NID-356535848-7,,+1875908508,1,6,
Ayekoo,Palmgrove Society,David Silva,AYK-0012,AYK-0012-F1,Field 1,0.50,1980,Male,NID-151800915-9,,+1701127461,7,2,
Ayekoo,Palmgrove Society,David Silva,AYK-0012,AYK-0012-F2,Field 2,0.55,1980,Male,,,,,,
Ayekoo,Clearwater Society,Maria Dubois,AYK-0013,AYK-0013-F1,Field 1,1.39,1995,Female,NID-538847275-3,,,9,3,Yes
Ayekoo,Meadowbrook Society,Mateo Garcia,AYK-0014,AYK-0014-F1,Field 1,3.89,1967,Male,,,+1760832225,3,0,
Ayekoo,Palmgrove Society,Noah Ivanov,AYK-0015,AYK-0015-F1,Field 1,1.34,1966,Male,NID-706394631-4,,,8,4,Yes
Ayekoo,Eastwood Society,Aisha Haddad,AYK-0016,AYK-0016-F1,Field 1,4.25,1977,Female,NID-047931037-1,,,7,0,
Ayekoo,Palmgrove Society,David Rossi,AYK-0017,AYK-0017-F1,Field 1,0.81,1995,Male,,,,10,2,
Ayekoo,Meadowbrook Society,Aisha Nguyen,AYK-0018,AYK-0018-F1,Field 1,4.85,1982,Female,NID-779716933-0,,,3,2,Yes
Ayekoo,Meadowbrook Society,Aisha Nguyen,AYK-0018,AYK-0018-F2,Field 2,4.73,1982,Female,,,,,,
Ayekoo,Eastwood Society,Omar Smith,AYK-0019,AYK-0019-F1,Field 1,3.06,1996,Male,NID-536685700-4,,+1263287206,5,6,No
Ayekoo,Eastwood Society,Omar Smith,AYK-0019,AYK-0019-F2,Field 2,4.01,1996,Male,,,,,,
Ayekoo,Highgate Society,Noah Nguyen,AYK-0020,AYK-0020-F1,Field 1,3.56,1987,Male,NID-098246978-5,,+1434123571,2,5,
Ayekoo,Highgate Society,Noah Nguyen,AYK-0020,AYK-0020-F2,Field 2,2.16,1987,Male,,,,,,
Ayekoo,Palmgrove Society,Arjun Novak,AYK-0021,AYK-0021-F1,Field 1,1.46,1999,Male,NID-515029589-4,,+1252082096,8,5,
Ayekoo,Eastwood Society,Priya Costa,AYK-0022,AYK-0022-F1,Field 1,1.18,1981,Female,,,+1398718410,8,0,Yes
Ayekoo,Meadowbrook Society,Omar Kim,AYK-0023,AYK-0023-F1,Field 1,1.09,1988,Male,NID-401506792-6,,+1062649898,9,4,Yes
Ayekoo,Clearwater Society,Arjun Haddad,AYK-0024,AYK-0024-F1,Field 1,4.25,1972,Male,NID-834515016-3,,+1302659470,4,6,No
Ayekoo,Highgate Society,Omar Haddad,AYK-0025,AYK-0025-F1,Field 1,2.20,1993,Male,NID-309739359-8,,+1822254148,8,3,Yes
Ayekoo,Eastwood Society,Elena Ivanov,AYK-0026,AYK-0026-F1,Field 1,2.56,1996,Female,NID-654144265-5,,+1232213305,7,6,
Ayekoo,Eastwood Society,Elena Ivanov,AYK-0026,AYK-0026-F2,Field 2,1.02,1996,Female,,,,,,
Ayekoo,Eastwood Society,Fatima Kim,AYK-0027,AYK-0027-F1,Field 1,2.28,1963,Female,,,,9,1,
Ayekoo,Highgate Society,Liam Rossi,AYK-0028,AYK-0028-F1,Field 1,1.80,1987,Male,NID-971280616-5,,,7,0,
Ayekoo,Highgate Society,Mei Andersson,AYK-0029,AYK-0029-F1,Field 1,3.85,1965,Female,NID-195407454-9,,+1920704382,4,0,Yes
Ayekoo,Eastwood Society,James Reyes,AYK-0030,AYK-0030-F1,Field 1,0.98,1995,Male,NID-393665430-0,,+1311518950,8,6,
Ayekoo,Meadowbrook Society,Sarah Silva,AYK-0031,AYK-0031-F1,Field 1,3.81,1961,Female,NID-383678685-2,,,9,6,No
Ayekoo,Meadowbrook Society,Sarah Silva,AYK-0031,AYK-0031-F2,Field 2,2.97,1961,Female,,,,,,
Ayekoo,Eastwood Society,Lucas Smith,AYK-0032,AYK-0032-F1,Field 1,0.62,1972,Male,NID-650293348-9,,+1348670446,3,6,Yes
Ayekoo,Eastwood Society,Lucas Smith,AYK-0032,AYK-0032-F2,Field 2,2.96,1972,Male,,,,,,
Ayekoo,Eastwood Society,Elena Garcia,AYK-0033,AYK-0033-F1,Field 1,1.05,1994,Female,NID-034513334-2,,+1000550843,5,1,
Ayekoo,Eastwood Society,Elena Garcia,AYK-0033,AYK-0033-F2,Field 2,3.44,1994,Female,,,,,,
Ayekoo,Eastwood Society,Arjun Andersson,AYK-0034,AYK-0034-F1,Field 1,4.72,1985,Male,,,+1624028724,2,1,Yes
Ayekoo,Eastwood Society,Arjun Andersson,AYK-0034,AYK-0034-F2,Field 2,0.72,1985,Male,,,,,,
Ayekoo,Clearwater Society,Elena Ivanov,AYK-0035,AYK-0035-F1,Field 1,2.41,1972,Female,,,+1347379363,10,6,Yes
Ayekoo,Eastwood Society,Lucas Wang,AYK-0036,AYK-0036-F1,Field 1,4.77,1986,Male,NID-971263293-7,,,10,4,No
Ayekoo,Eastwood Society,Lucas Wang,AYK-0036,AYK-0036-F2,Field 2,1.87,1986,Male,,,,,,
Ayekoo,Eastwood Society,Noah Kim,AYK-0037,AYK-0037-F1,Field 1,3.94,1993,Male,,,,6,0,Yes
Ayekoo,Eastwood Society,Noah Smith,AYK-0038,AYK-0038-F1,Field 1,3.30,1968,Male,NID-009711223-9,,+1796993966,9,2,Yes
Ayekoo,Eastwood Society,Mateo Andersson,AYK-0039,AYK-0039-F1,Field 1,3.31,1962,Male,NID-545694237-6,,,2,1,Yes
Ayekoo,Eastwood Society,Mateo Andersson,AYK-0039,AYK-0039-F2,Field 2,4.61,1962,Male,,,,,,
Ayekoo,Clearwater Society,Lucas Fischer,AYK-0040,AYK-0040-F1,Field 1,1.17,1980,Male,,,,3,2,Yes
Ayekoo,Clearwater Society,Lucas Fischer,AYK-0040,AYK-0040-F2,Field 2,0.83,1980,Male,,,,,,
Ayekoo,Eastwood Society,Lucas Smith,AYK-0041,AYK-0041-F1,Field 1,3.24,1999,Male,,,,7,2,
Ayekoo,Eastwood Society,Lucas Smith,AYK-0041,AYK-0041-F2,Field 2,1.03,1999,Male,,,,,,
Ayekoo,Eastwood Society,Lucas Silva,AYK-0042,AYK-0042-F1,Field 1,2.23,1970,Male,,,+1480144473,5,3,
Ayekoo,Clearwater Society,James Novak,AYK-0043,AYK-0043-F1,Field 1,4.53,1964,Male,NID-079214647-5,,+1719739012,10,0,Yes
Ayekoo,Clearwater Society,James Novak,AYK-0043,AYK-0043-F2,Field 2,0.70,1964,Male,,,,,,
Ayekoo,Meadowbrook Society,Sarah Ivanov,AYK-0044,AYK-0044-F1,Field 1,1.36,1983,Female,,,+1584803706,2,2,Yes
Ayekoo,Meadowbrook Society,Sarah Ivanov,AYK-0044,AYK-0044-F2,Field 2,1.72,1983,Female,,,,,,
Ayekoo,Eastwood Society,Arjun Nguyen,AYK-0045,AYK-0045-F1,Field 1,3.34,1994,Male,,,,5,3,No
Ayekoo,Palmgrove Society,Sarah Garcia,AYK-0046,AYK-0046-F1,Field 1,2.33,1968,Female,,,+1618481129,1,0,Yes
Ayekoo,Meadowbrook Society,Chen Silva,AYK-0047,AYK-0047-F1,Field 1,1.78,1976,Male,NID-058268429-6,,,5,3,
Ayekoo,Meadowbrook Society,Mateo Costa,AYK-0048,AYK-0048-F1,Field 1,1.30,1960,Male,,,+1903496626,6,5,Yes
Ayekoo,Meadowbrook Society,Mateo Costa,AYK-0048,AYK-0048-F2,Field 2,3.82,1960,Male,,,,,,
Ayekoo,Palmgrove Society,Aisha Khan,AYK-0049,AYK-0049-F1,Field 1,0.75,1983,Female,NID-486616807-3,,+1657026187,5,2,Yes
Ayekoo,Palmgrove Society,Aisha Khan,AYK-0049,AYK-0049-F2,Field 2,3.38,1983,Female,,,,,,
Ayekoo,Highgate Society,Fatima Silva,AYK-0050,AYK-0050-F1,Field 1,2.51,1966,Female,,,+1541884473,10,1,
Ayekoo,Highgate Society,Fatima Silva,AYK-0050,AYK-0050-F2,Field 2,2.73,1966,Female,,,,,,
Ayekoo,Palmgrove Society,David Patel,AYK-0051,AYK-0051-F1,Field 1,2.17,1986,Male,NID-061796079-2,,+1581301553,1,6,
Ayekoo,Eastwood Society,James Patel,AYK-0052,AYK-0052-F1,Field 1,1.12,1981,Male,NID-701649658-9,,,10,0,Yes
Ayekoo,Eastwood Society,James Patel,AYK-0052,AYK-0052-F2,Field 2,1.08,1981,Male,,,,,,
Ayekoo,Palmgrove Society,Daniel Rossi,AYK-0053,AYK-0053-F1,Field 1,3.37,1964,Male,NID-307636922-8,,+1837196474,8,3,No
Ayekoo,Palmgrove Society,Daniel Rossi,AYK-0053,AYK-0053-F2,Field 2,2.66,1964,Male,,,,,,
Ayekoo,Highgate Society,Sarah Ivanov,AYK-0054,AYK-0054-F1,Field 1,1.90,1981,Female,NID-190225077-5,,+1817511331,7,3,
Ayekoo,Meadowbrook Society,Mei Kim,AYK-0055,AYK-0055-F1,Field 1,4.21,1995,Female,NID-022322283-9,,,1,4,
Ayekoo,Meadowbrook Society,Mei Kim,AYK-0055,AYK-0055-F2,Field 2,3.47,1995,Female,,,,,,
Ayekoo,Palmgrove Society,Omar Ivanov,AYK-0056,AYK-0056-F1,Field 1,3.64,1971,Male,,,+1553666733,5,4,
Ayekoo,Highgate Society,David Muller,AYK-0057,AYK-0057-F1,Field 1,0.53,1966,Male,,,+1841938375,9,3,Yes
Ayekoo,Clearwater Society,James Costa,AYK-0058,AYK-0058-F1,Field 1,1.21,1988,Male,NID-973701095-5,,+1510954213,5,0,
Ayekoo,Eastwood Society,Liam Garcia,AYK-0059,AYK-0059-F1,Field 1,3.33,1982,Male,,,,7,2,
Ayekoo,Eastwood Society,David Khan,AYK-0060,AYK-0060-F1,Field 1,3.34,1963,Male,,,+1049330740,9,0,Yes
Ayekoo,Meadowbrook Society,Chen Santos,AYK-0061,AYK-0061-F1,Field 1,4.77,1976,Male,NID-917398127-9,,+1027541894,5,5,Yes
Ayekoo,Meadowbrook Society,Chen Santos,AYK-0061,AYK-0061-F2,Field 2,3.93,1976,Male,,,,,,
Ayekoo,Meadowbrook Society,Maria Larsen,AYK-0062,AYK-0062-F1,Field 1,4.69,1983,Female,NID-236393325-3,,,5,3,Yes
Ayekoo,Highgate Society,David Larsen,AYK-0063,AYK-0063-F1,Field 1,2.76,1985,Male,NID-789254855-1,,+1614217265,4,1,Yes
Ayekoo,Palmgrove Society,Sarah Reyes,AYK-0064,AYK-0064-F1,Field 1,3.51,1967,Female,NID-370692444-7,,+1441310802,4,0,Yes
Ayekoo,Palmgrove Society,Sarah Reyes,AYK-0064,AYK-0064-F2,Field 2,2.49,1967,Female,,,,,,
Ayekoo,Highgate Society,Fatima Smith,AYK-0065,AYK-0065-F1,Field 1,1.17,1971,Female,,,+1682756986,7,0,
Ayekoo,Palmgrove Society,Mei Nguyen,AYK-0066,AYK-0066-F1,Field 1,1.22,1999,Female,NID-697405117-9,,+1175047327,8,5,Yes
Ayekoo,Palmgrove Society,Mei Nguyen,AYK-0066,AYK-0066-F2,Field 2,1.08,1999,Female,,,,,,
Ayekoo,Palmgrove Society,Arjun Reyes,AYK-0067,AYK-0067-F1,Field 1,3.05,1975,Male,NID-710761066-3,,,5,2,No
Ayekoo,Eastwood Society,Lucia Garcia,AYK-0068,AYK-0068-F1,Field 1,4.20,1967,Female,NID-686816390-2,,+1074035963,2,3,
Ayekoo,Palmgrove Society,Mei Larsen,AYK-0069,AYK-0069-F1,Field 1,4.22,1989,Female,NID-232070035-6,,+1109465884,8,2,Yes
Ayekoo,Palmgrove Society,Mei Larsen,AYK-0069,AYK-0069-F2,Field 2,2.21,1989,Female,,,,,,
Ayekoo,Clearwater Society,James Smith,AYK-0070,AYK-0070-F1,Field 1,3.33,1984,Male,NID-525524546-6,,+1915490256,5,5,
Ayekoo,Clearwater Society,James Smith,AYK-0070,AYK-0070-F2,Field 2,1.08,1984,Male,,,,,,
Ayekoo,Clearwater Society,Anna Nguyen,AYK-0071,AYK-0071-F1,Field 1,1.02,1963,Female,,,+1876053485,3,1,
Ayekoo,Clearwater Society,Mateo Patel,AYK-0072,AYK-0072-F1,Field 1,1.68,1960,Male,NID-878461220-2,,+1580288123,3,3,Yes
Ayekoo,Clearwater Society,Sofia Wang,AYK-0073,AYK-0073-F1,Field 1,1.32,1999,Female,,,,9,2,Yes
Ayekoo,Highgate Society,David Haddad,AYK-0074,AYK-0074-F1,Field 1,2.26,1994,Male,NID-285063704-4,,+1300652206,5,5,
Ayekoo,Eastwood Society,Lucia Muller,AYK-0075,AYK-0075-F1,Field 1,2.18,1968,Female,NID-993347392-0,,+1378623444,5,0,
Ayekoo,Eastwood Society,Lucia Muller,AYK-0075,AYK-0075-F2,Field 2,2.77,1968,Female,,,,,,
Ayekoo,Eastwood Society,Sarah Smith,AYK-0076,AYK-0076-F1,Field 1,4.54,1961,Female,NID-737227012-5,,,8,4,Yes
Ayekoo,Clearwater Society,Noah Rossi,AYK-0077,AYK-0077-F1,Field 1,4.18,1982,Male,,,+1917894723,5,4,No
Ayekoo,Clearwater Society,Noah Rossi,AYK-0077,AYK-0077-F2,Field 2,4.89,1982,Male,,,,,,
Ayekoo,Highgate Society,Liam Silva,AYK-0078,AYK-0078-F1,Field 1,2.19,1966,Male,NID-788649176-2,,+1316608363,5,3,
Ayekoo,Meadowbrook Society,Chen Patel,AYK-0079,AYK-0079-F1,Field 1,3.42,1971,Male,,,+1787323609,4,0,Yes
Ayekoo,Palmgrove Society,Sarah Patel,AYK-0080,AYK-0080-F1,Field 1,4.25,1967,Female,,,+1031637174,2,1,
Ayekoo,Clearwater Society,Lucas Garcia,AYK-0081,AYK-0081-F1,Field 1,0.74,1992,Male,NID-734263686-0,,,5,0,
Ayekoo,Clearwater Society,Lucas Garcia,AYK-0081,AYK-0081-F2,Field 2,3.33,1992,Male,,,,,,
Ayekoo,Clearwater Society,Mei Haddad,AYK-0082,AYK-0082-F1,Field 1,3.11,1991,Female,NID-264547166-1,,,2,2,Yes
Ayekoo,Clearwater Society,Mei Haddad,AYK-0082,AYK-0082-F2,Field 2,3.51,1991,Female,,,,,,
Ayekoo,Clearwater Society,Mei Costa,AYK-0083,AYK-0083-F1,Field 1,1.91,1972,Female,NID-439120740-7,,+1374149330,5,5,
Ayekoo,Clearwater Society,Mei Costa,AYK-0083,AYK-0083-F2,Field 2,3.06,1972,Female,,,,,,
Ayekoo,Highgate Society,Chen Patel,AYK-0084,AYK-0084-F1,Field 1,4.28,1967,Male,,,+1923593582,1,1,
Ayekoo,Highgate Society,Chen Patel,AYK-0084,AYK-0084-F2,Field 2,2.33,1967,Male,,,,,,
Ayekoo,Meadowbrook Society,Noah Dubois,AYK-0085,AYK-0085-F1,Field 1,4.36,1992,Male,,,,9,0,
Ayekoo,Meadowbrook Society,Mateo Costa,AYK-0086,AYK-0086-F1,Field 1,3.70,1969,Male,,,+1840375878,1,3,Yes
Ayekoo,Clearwater Society,Noah Nguyen,AYK-0087,AYK-0087-F1,Field 1,2.69,1979,Male,,,,8,6,
Ayekoo,Clearwater Society,Noah Nguyen,AYK-0087,AYK-0087-F2,Field 2,0.52,1979,Male,,,,,,
Ayekoo,Highgate Society,Chen Khan,AYK-0088,AYK-0088-F1,Field 1,4.95,1970,Male,NID-595683112-2,,+1015823400,7,4,Yes
Ayekoo,Eastwood Society,Liam Reyes,AYK-0089,AYK-0089-F1,Field 1,0.97,1960,Male,,,+1142616998,9,1,
Ayekoo,Eastwood Society,Liam Reyes,AYK-0089,AYK-0089-F2,Field 2,3.60,1960,Male,,,,,,
Ayekoo,Meadowbrook Society,Liam Fischer,AYK-0090,AYK-0090-F1,Field 1,0.55,1963,Male,NID-534804900-6,,+1641346438,8,4,
Ayekoo,Meadowbrook Society,Omar Dubois,AYK-0091,AYK-0091-F1,Field 1,3.53,1984,Male,NID-096122231-5,,+1355597142,2,4,
Ayekoo,Highgate Society,Chen Andersson,AYK-0092,AYK-0092-F1,Field 1,3.13,1960,Male,,,,7,0,No
Ayekoo,Highgate Society,Chen Andersson,AYK-0092,AYK-0092-F2,Field 2,0.69,1960,Male,,,,,,
Ayekoo,Clearwater Society,Daniel Larsen,AYK-0093,AYK-0093-F1,Field 1,0.66,1987,Male,NID-454419737-1,,+1689330885,6,3,Yes
Ayekoo,Clearwater Society,Elena Muller,AYK-0094,AYK-0094-F1,Field 1,0.87,1982,Female,NID-268581089-3,,+1599583758,10,6,Yes
Ayekoo,Clearwater Society,Elena Muller,AYK-0094,AYK-0094-F2,Field 2,1.58,1982,Female,,,,,,
Ayekoo,Palmgrove Society,Anna Rossi,AYK-0095,AYK-0095-F1,Field 1,4.54,1988,Female,,,+1355113726,10,0,
